95823,17922
18255,42519
30678,85707
33132,69122
16927,85053
20306,18518
55398,46375
74061,33955
77974,60040
99152,73196
92663,93761
92391,89044
01463,12092
10550,59714
65231,67214
95249,10542
18195,38057
28369,88529
36047,05448
40988,35776
24874,78155
76531,11764
17111,50432
63134,50702
53948,41201
62949,20661
17932,18654
33335,04108
13670,61014
16640,84076
20579,37387
27850,01441
37902,46959
41831,40295
76011,68841
98552,08619
33915,54981
25334,38619
96108,84762
21915,61862
24055,43916
50042,77082
65610,73543
47920,28539
26254,49841
56527,95917
64184,65326
04275,94064
59830,18622
65809,06516
78766,72717
68748,14707
48113,56327
48872,35956
34614,33548
11933,53515
44606,93709
58737,97873
45482,39056
06374,76034
46950,36029
03740,32799
17538,29210
72065,24866
45162,55790
20044,84741
60197,14591
12170,19106
43151,56113
97415,90209
75707,04684
56085,48080
16901,45204
58429,56673
05143,42445
81052,30914
95003,03823
58346,27016
72760,33951
63670,43697
76209,15442
84094,23511
97281,55929
79903,21071
33804,66711
72348,40231
08750,02648
47019,57656
18925,64673
31414,98503
98511,99005
22030,39210
22834,06442
58439,60546
18949,58321
67101,07927
89121,91356
52227,16120
19037,20575
19979,63109
97348,93453
74361,33135
56723,37020
62233,41274
15243,98559
29292,98640
88577,38054
84739,06410
06370,45820
79605,88265
07424,95388
61012,29916
05875,46572
86028,59260
27634,47982
52045,54614
73734,32043
48616,13488
32212,15650
98819,98133
45864,07865
03261,53707
41543,16405
85275,78682
40550,58448
11575,19549
22102,70446
72132,21869
32610,63539
68872,96096
61777,92138
46170,20783
02055,16246
98601,49419
62823,73126
39861,12569
97367,44641
73533,22637
11815,34432
50010,98237
95044,59107
44907,82943
44903,48218
13807,07731
03837,49426
99403,08604
49812,11415
70345,53511
92040,48821
75023,88590
79259,67146
44061,77088
89144,04535
32406,74352
15948,33550
96033,82720
46904,67951
91734,13153
08018,23308
59486,94244
84059,29457
77501,62897
20047,72405
27341,26159
53086,26847
62088,25617
63109,74750
18456,76623
71031,03238
46377,19006
60599,94582
60436,27208
59256,41092
97127,58054
04098,61079
63117,24562
56169,40324
64468,55426
28101,20866
80027,72632
38602,23460
20003,20070
77410,04441
49345,91905
53179,50516
48418,12526
35253,47803
68759,70563
12841,48623
63039,80654
15777,36749
30609,30457
58258,53001
84084,75692
37412,85733
94613,23974
66754,37048
71051,02643
18332,62662
17009,32328
01302,95975
61088,28169
39320,11560
37137,83322
39460,25686
64771,94304
74959,47522
26521,80802
48470,10153
31730,19122
89149,71455
16937,62015
59231,40997
46209,68956
75110,38902
71021,83602
96021,78949
08360,73099
01061,07740
95009,43338
92805,62348
59036,32347
65672,07462
68941,62820
57551,43903
27981,28578
17263,37174
76424,93722
77550,73488
76693,47648
23878,29861
35136,44656
20635,30037
13803,96010
55931,28134
89450,23465
11053,93277
88350,01866
75933,54664
04530,77844
01821,50601
01844,19147
04475,52030
53595,17220
62536,79929
18054,33070
75571,55044
61791,38194
99401,39062
70148,11436
33761,56325
37824,06712
92704,21278
39194,63122
79503,71315
56663,31017
76470,48341
53290,37733
11792,20689
37727,33150
26704,67143
21795,35461
25043,42413
97434,14070
27947,50522
22570,34448
34141,76651
13157,33155
66441,41721
42038,14878
65446,79036
76052,25832
02841,26585
56125,99215
77414,27925
62877,20579
10993,75851
60005,61230
41773,30143
93456,17923
24251,85063
45832,71653
91916,01805
71407,54101
32173,93673
86020,17605
95935,32941
19176,92143
17235,26763
37310,39525
21720,84647
18769,73625
58853,27419
27053,11901
47201,92369
29721,33405
42462,32827
08560,95958
26349,54966
56376,24599
98538,13137
94116,58758
10928,24177
26436,40067
39121,32664
46613,75287
37923,70455
86324,58740
87117,95344
94261,44095
59538,94287
49045,55040
62643,46965
72756,61944
36542,20306
53005,19128
66751,16350
97216,27572
06019,74133
45406,14724
02871,46127
36310,75376
10922,12164
43210,19360
46763,72632
59037,94142
16340,68340
22240,37377
60958,56651
60640,19102
70421,87006
98626,34684
27973,53536
44444,28224
06517,46968
27204,84518
74076,33443
63053,32229
64167,85054
57047,32530
57243,60469
72526,95654
74401,20435
56756,08240
84094,61371
24880,27807
35543,67732
20015,44304
49884,49514
55067,68318
58103,47882
11710,88242
14139,01474
46860,50515
15758,31072
76630,14807
28305,46901
65014,75229
23163,38868
18068,89437
43974,23840
84311,07407
77859,45296
14510,39564
80928,61853
48393,95327
20619,65723
11771,32827
99401,46513
71676,81239
72017,35619
38606,25287
04281,33460
24124,71373
62611,85141
87507,50144
08535,33513
30346,04915
43604,04485
30063,77414
08002,94589
14515,87115
77619,61059
10598,24736
12250,14706
40840,33773
99363,78952
20422,99026
07961,17078
60176,91416
68710,02762
24128,56082
38455,60013
71857,25106
39079,75138
66862,21874
65302,75904
36320,83281
17271,13601
37877,98944
22039,80226
06820,08062
40803,22035
56230,44622
35120,72577
28307,97369
20147,83821
76008,11366
37699,14744
16847,91101
59088,50026
83123,24185
49228,02176
43724,97479
32345,43009
15259,23066
97058,14241
75551,01775
20788,70185
24034,90248
01531,27120
98358,20622
62532,79003
70586,42441
07676,29453
75845,77580
31699,06080
94517,76389
42120,04225
56360,72852
91792,05701
32304,12583
95380,28454
80622,12108
40109,36455
98244,59419
56482,49257
70518,03841
95415,18935
23436,31993
75220,06897
17810,63656
33803,01111
59827,47579
06512,58275
97499,17249
23177,12222
60433,88554
31545,89802
55417,56185
25666,44854
45812,28425
95615,77855
22427,13335
02035,97621
97221,50055
71602,83801
47722,47597
20748,17572
77521,20210
22030,22940
07977,50151
45673,50590
14589,05858
18951,64020
87008,19543
76035,10709
22630,14205
66780,50662
32745,91380
67576,55442
52305,39165
27292,15416
20707,58779
71333,99402
55071,03817
24467,33019
04964,74152
24374,77703
14883,41713
58065,49032
63450,21709
59928,21656
26155,76044
96003,14786
38057,29839
50140,19930
07717,58420
02771,24747
71333,97412
26205,66118
44199,56601
72615,37151
29364,28750
62544,91109
49874,02653
35905,77987
77451,81021
46898,60190
23169,97824
14882,47703
24368,11022
72359,17060
12143,28708
56477,24280
20220,14042
13056,37235
25063,37694
30398,55735
90895,65348
43441,20416
48159,04231
30132,91791
38645,42078
26270,86324
78748,23690
43567,70352
43291,21662
88123,81001
29216,99224
26443,03755
30070,73556
94520,11552
55344,82201
01526,80112
76034,55390
80218,55733
43229,14218
53705,31150
85326,73946
91746,10026
96014,95519
35811,45062
87176,51562
95663,19947
03814,40550
46077,32124
75801,07719
35749,79369
65329,15258
56754,43615
05489,03256
15720,01864
47405,49416
53051,33179
72410,07207
61130,48032
60407,26339
55310,65655
15485,25266
47112,23909
24026,67332
27628,70826
62794,32066
14603,70664
54985,78873
30091,06482
15606,12061
